INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('242565116', 'Thurston', 'Tumwater', 'WA', '98512', '2019', 'TESLA', 'MODEL 3', 'Battery Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '220', '0', '22', 'PUGET SOUND ENERGY INC', '53067010910', '-122.9131017', '47.0135926')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('124918370', 'King', 'Seattle', 'WA', '98125', '2016', 'TESLA', 'MODEL S', 'Battery Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '210', '0', '46', 'CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)', '53033000800', '-122.296385', '47.71558')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('100602673', 'King', 'Sammamish', 'WA', '98074', '2019', 'KIA', 'NIRO', 'Battery Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '239', '0', '45', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53033032317', '-122.0313266', '47.6285782')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('175288207', 'King', 'Bellevue', 'WA', '98005', '2021', 'TOYOTA', 'RAV4 PRIME', 'Plug-in Hybrid Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '42', '0', '41', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53033023604', '-122.16085', '47.624515')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('128623463', 'King', 'Bothell', 'WA', '98011', '2021', 'BMW', 'X5', 'Plug-in Hybrid Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '30', '0', '1', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53033021804', '-122.20578', '47.762405')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('109748131', 'King', 'Bothell', 'WA', '98011', '2020', 'TESLA', 'MODEL Y', 'Battery Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '291', '0', '1', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53033022102', '-122.20578', '47.762405')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('246076638', 'King', 'Renton', 'WA', '98058', '2015', 'FORD', 'C-MAX', 'Plug-in Hybrid Electric Vehicle   ', 'Not eligible due to low battery range', '19', '0', '11', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53033025804', '-122.1298876', '47.4451257')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('207486247', 'King', 'Seattle', 'WA', '98144', '2022', 'TESLA', 'MODEL 3', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '37', 'CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)', '53033009000', '-122.30823', '47.581975')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('228072624', 'Clark', 'Camas', 'WA', '98607', '2023', 'TESLA', 'MODEL S', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '18', 'BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)', '53011041325', '-122.405565', '45.59009')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('224648665', 'King', 'Medina', 'WA', '98039', '2022', 'MERCEDES-BENZ', 'EQS-CLASS SEDAN', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '48', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53033024200', '-122.228025', '47.61598')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('211370491', 'King', 'Issaquah', 'WA', '98027', '2019', 'HONDA', 'CLARITY', 'Plug-in Hybrid Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '47', '0', '5', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53033025006', '-122.03644', '47.53374')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('237904082', 'King', 'Seatac', 'WA', '98148', '2023', 'CHEVROLET', 'BOLT EV', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '33', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53033028500', '-122.32806', '47.46155')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('235558781', 'King', 'Bellevue', 'WA', '98005', '2023', 'TESLA', 'MODEL Y', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '41', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53033023500', '-122.16085', '47.624515')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('135002115', 'King', 'Kenmore', 'WA', '98028', '2021', 'TESLA', 'MODEL Y', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '46', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53033022101', '-122.2504747', '47.7617128')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('194347695', 'Kitsap', 'Bainbridge Island', 'WA', '98110', '2022', 'TESLA', 'MODEL Y', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '23', 'PUGET SOUND ENERGY INC', '53035090800', '-122.5235781', '47.6293323')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('228284248', 'King', 'Seattle', 'WA', '98105', '2023', 'CHEVROLET', 'BOLT EUV', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '46', 'CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)', '53033004201', '-122.319115', '47.66132')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('240239772', 'King', 'Lake Forest Park', 'WA', '98155', '2023', 'JEEP', 'WRANGLER', 'Plug-in Hybrid Electric Vehicle   ', 'Not eligible due to low battery range', '21', '0', '46', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53033021500', '-122.3175', '47.7578146')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('229516416', 'King', 'Seattle', 'WA', '98125', '2023', 'HYUNDAI', 'KONA ELECTRIC', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '46', 'CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)', '53033001100', '-122.296385', '47.71558')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('212321406', 'Snohomish', 'Arlington', 'WA', '98223', '2013', 'FORD', 'C-MAX', 'Plug-in Hybrid Electric Vehicle   ', 'Not eligible due to low battery range', '19', '0', '39', 'BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY', '53061053506', '-122.12324', '48.19485')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('219937196', 'King', 'Seatac', 'WA', '98148', '2022', 'TESLA', 'MODEL 3', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '33', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53033028500', '-122.32806', '47.46155')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('224576369', 'Clark', 'Camas', 'WA', '98607', '2023', 'TESLA', 'MODEL Y', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '18', 'BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)', '53011040610', '-122.405565', '45.59009')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('337352319', 'King', 'Sammamish', 'WA', '98074', '2019', 'TESLA', 'MODEL 3', 'Battery Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '220', '0', '45', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53033032225', '-122.0313266', '47.6285782')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('258830029', 'Spokane', 'Mead', 'WA', '99021', '2014', 'CHEVROLET', 'VOLT', 'Plug-in Hybrid Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '38', '0', '7', 'BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY', '53063010504', '-117.35761', '47.76885')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('227503671', 'King', 'Seattle', 'WA', '98117', '2023', 'TESLA', 'MODEL Y', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '36', 'CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)', '53033001702', '-122.37276', '47.689685')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('193889475', 'King', 'Seattle', 'WA', '98106', '2022', 'TESLA', 'MODEL X', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '34', 'CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)', '53033010800', '-122.356145', '47.52104')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('474241953', 'Snohomish', 'Everett', 'WA', '98208', '2016', 'BMW', 'I3', 'Plug-in Hybrid Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '72', '0', '21', 'PUGET SOUND ENERGY INC', '53061041808', '-122.2247757', '47.9156409')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('199486990', 'King', 'Bellevue', 'WA', '98004', '2022', 'TESLA', 'MODEL 3', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '41', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53033023801', '-122.201905', '47.61385')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('133562215', 'Clark', 'Vancouver', 'WA', '98684', '2015', 'VOLKSWAGEN', 'E-GOLF', 'Battery Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '83', '0', '17', 'BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)', '53011041337', '-122.51692', '45.6228')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('194203775', 'King', 'Woodinville', 'WA', '98072', '2019', 'KIA', 'NIRO', 'Plug-in Hybrid Electric Vehicle   ', 'Not eligible due to low battery range', '26', '0', '45', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53033032307', '-122.151665', '47.75855')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('286754359', 'Clark', 'Vancouver', 'WA', '98683', '2018', 'HONDA', 'CLARITY', 'Plug-in Hybrid Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '47', '0', '18', 'BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)', '53011041329', '-122.4853873', '45.6083347')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('183206306', 'King', 'Seattle', 'WA', '98101', '2014', 'TESLA', 'MODEL S', 'Battery Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '208', '69900', '43', 'CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)', '53033008101', '-122.335345', '47.61079')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('348113321', 'Skagit', 'Burlington', 'WA', '98233', '2017', 'CHEVROLET', 'BOLT EV', 'Battery Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '238', '0', '40', 'PUGET SOUND ENERGY INC', '53057951600', '-122.33079', '48.474765')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('227487557', 'King', 'Seattle', 'WA', '98105', '2023', 'HYUNDAI', 'IONIQ 5', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '43', 'CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)', '53033004301', '-122.319115', '47.66132')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('213709800', 'Pierce', 'Puyallup', 'WA', '98374', '2022', 'TESLA', 'MODEL 3', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '25', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53053071210', '-122.275748', '47.1395924')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('120309059', 'King', 'Mercer Island', 'WA', '98040', '2020', 'TESLA', 'MODEL Y', 'Battery Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '291', '0', '41', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53033024602', '-122.2371867', '47.5822997')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('232829607', 'King', 'Seatac', 'WA', '98148', '2023', 'JEEP', 'WRANGLER', 'Plug-in Hybrid Electric Vehicle   ', 'Not eligible due to low battery range', '21', '0', '33', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53033028500', '-122.32806', '47.46155')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('235684837', 'Clark', 'Vancouver', 'WA', '98684', '2018', 'TESLA', 'MODEL 3', 'Battery Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '215', '0', '17', 'BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)', '53011041320', '-122.51692', '45.6228')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('150328587', 'Thurston', 'Yelm', 'WA', '98597', '2019', 'TESLA', 'MODEL 3', 'Battery Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '220', '0', '2', 'PUGET SOUND ENERGY INC', '53067012412', '-122.61023', '46.94126')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('109977458', 'Clark', 'Camas', 'WA', '98607', '2014', 'TESLA', 'MODEL S', 'Battery Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '208', '69900', '18', 'BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)', '53011040610', '-122.405565', '45.59009')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('244137932', 'Thurston', 'Olympia', 'WA', '98513', '2021', 'TESLA', 'MODEL 3', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '2', 'PUGET SOUND ENERGY INC', '53067012320', '-122.817545', '46.98876')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('128805666', 'King', 'Redmond', 'WA', '98053', '2020', 'TESLA', 'MODEL Y', 'Battery Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '291', '0', '45', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53033032333', '-122.0222', '47.69557')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('195920532', 'King', 'Bellevue', 'WA', '98006', '2022', 'TESLA', 'MODEL 3', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '41', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53033024901', '-122.16937', '47.571015')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('200730659', 'Snohomish', 'Mukilteo', 'WA', '98275', '2021', 'VOLKSWAGEN', 'ID.4', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '21', 'PUGET SOUND ENERGY INC', '53061041901', '-122.29957', '47.94187')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('185956193', 'King', 'Seattle', 'WA', '98115', '2022', 'TESLA', 'MODEL Y', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '46', 'CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)', '53033003900', '-122.3185', '47.67949')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('218628364', 'Kitsap', 'Port Orchard', 'WA', '98366', '2022', 'JEEP', 'WRANGLER', 'Plug-in Hybrid Electric Vehicle   ', 'Not eligible due to low battery range', '21', '0', '26', 'PUGET SOUND ENERGY INC', '53035092200', '-122.639265', '47.5373')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('118354043', 'King', 'Seattle', 'WA', '98101', '2017', 'BMW', 'I3', 'Plug-in Hybrid Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '97', '0', '43', 'CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)', '53033008102', '-122.335345', '47.61079')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('218255173', 'King', 'Renton', 'WA', '98058', '2022', 'TESLA', 'MODEL Y', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '11', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53033031910', '-122.1298876', '47.4451257')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('240539715', 'King', 'Auburn', 'WA', '98092', '2023', 'TOYOTA', 'BZ4X', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '47', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53033031603', '-122.1820969', '47.3198995')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('194142987', 'King', 'Seattle', 'WA', '98103', '2018', 'TESLA', 'MODEL 3', 'Battery Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '215', '0', '43', 'CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)', '53033004600', '-122.34301', '47.659185')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('254370679', 'King', 'Kent', 'WA', '98030', '2017', 'TESLA', 'MODEL S', 'Battery Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '210', '0', '47', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53033029603', '-122.199755', '47.37483')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('176288339', 'Clark', 'Vancouver', 'WA', '98665', '2019', 'HONDA', 'CLARITY', 'Plug-in Hybrid Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '47', '0', '49', 'BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)', '53011040809', '-122.66592', '45.678565')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('209700879', 'Spokane', 'Spokane', 'WA', '99224', '2022', 'RIVIAN', 'R1T', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '6', 'MODERN ELECTRIC WATER COMPANY', '53063013600', '-117.460225', '47.64927')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('219442541', 'King', 'Bellevue', 'WA', '98007', '2017', 'KIA', 'OPTIMA', 'Plug-in Hybrid Electric Vehicle   ', 'Not eligible due to low battery range', '29', '0', '48', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53033023000', '-122.147385', '47.599975')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('177805036', 'King', 'Seattle', 'WA', '98122', '2017', 'NISSAN', 'LEAF', 'Battery Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '107', '0', '37', 'CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)', '53033007800', '-122.30839', '47.610365')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('182973276', 'Clark', 'Camas', 'WA', '98607', '2021', 'TESLA', 'MODEL Y', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '18', 'BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)', '53011040609', '-122.405565', '45.59009')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('187226042', 'King', 'Seattle', 'WA', '98103', '2018', 'TESLA', 'MODEL 3', 'Battery Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '215', '0', '43', 'CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)', '53033003500', '-122.34301', '47.659185')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('127454064', 'King', 'Sammamish', 'WA', '98074', '2018', 'TESLA', 'MODEL 3', 'Battery Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '215', '0', '45', 'PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)', '53033032318', '-122.0313266', '47.6285782')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('211833373', 'Clark', 'Vancouver', 'WA', '98684', '2022', 'FORD', 'MUSTANG MACH-E', 'Battery Electric Vehicle   ', 'Eligibility unknown as battery range has not been researched', '0', '0', '17', 'BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)', '53011041337', '-122.51692', '45.6228')
INSERT INTO carInfo (dol, county, city, state, postal_code, model_year, make, model, ev_type, cafv, electric_range, base_msrp, district_num, electric_util_desc, census_2020_tract, longitude, latitude) VALUES ('350197970', 'Thurston', 'Olympia', 'WA', '98506', '2015', 'FIAT', '500', 'Battery Electric Vehicle   ', 'Clean Alternative Fuel Vehicle Eligible', '87', '0', '22', 'PUGET SOUND ENERGY INC', '53067010200', '-122.8874781', '47.0519573')
